anime_id,image_url
16395,https://cdn.myanimelist.net/images/anime/1703/97779.jpg
3588,https://cdn.myanimelist.net/images/anime/1071/149486.jpg
4106,https://cdn.myanimelist.net/images/anime/1930/116400.jpg
387,https://cdn.myanimelist.net/images/anime/9/13134.jpg
16916,https://cdn.myanimelist.net/images/anime/10/76803.jpg
1088,https://cdn.myanimelist.net/images/anime/1553/137717.jpg
10620,https://cdn.myanimelist.net/images/anime/13/33465.jpg
2143,https://cdn.myanimelist.net/images/anime/1890/94055.jpg
6582,https://cdn.myanimelist.net/images/anime/7/15051.jpg
2158,https://cdn.myanimelist.net/images/anime/1013/117558.jpg
